model_type x y x_offset y_offset
transient_ON 36.2662099039 75.761511932 0.0 0.0
transient_ON 63.1792135176 66.2010358891 0.0 0.0
transient_ON 56.2608752194 44.5456949949 0.0 0.0
transient_ON 20.4584054468 80.1543858969 0.0 0.0
transient_ON 210.46239578 57.6561516195 0.0 0.0
transient_ON 12.8782061009 18.0961274606 0.0 0.0
transient_ON 233.447391828 79.8075301869 0.0 0.0
transient_ON 56.4045225796 39.9918096637 0.0 0.0
transient_ON 199.464124486 77.746763792 0.0 0.0
transient_ON 142.230434405 68.7910144462 0.0 0.0
transient_ON 48.5778043191 4.73437382879 0.0 0.0
transient_ON 112.84477526 106.773226203 0.0 0.0
transient_ON 37.1215826035 19.084923033 0.0 0.0
transient_ON 60.9761043374 33.2917989657 0.0 0.0
transient_ON 7.70292224461 110.942380207 0.0 0.0
transient_ON 113.215618459 113.448524913 0.0 0.0
transient_ON 175.031520713 19.5874330701 0.0 0.0
transient_ON 96.2569837183 116.831297016 0.0 0.0
transient_ON 175.763449061 86.1514077795 0.0 0.0
transient_ON 155.009670154 51.6777551708 0.0 0.0
transient_ON 98.4405133183 5.39379897708 0.0 0.0
transient_ON 22.5155187545 8.54620388478 0.0 0.0
transient_ON 58.4312682943 6.05492904551 0.0 0.0
transient_ON 73.4277331361 6.16094458856 0.0 0.0
transient_ON 96.5658048178 63.7570901815 0.0 0.0
transient_ON 221.112605027 71.794381209 0.0 0.0
transient_ON 116.769607228 68.5706446482 0.0 0.0
transient_ON 73.826633135 53.8850345238 0.0 0.0
transient_ON 21.0323216556 92.6885955901 0.0 0.0
transient_ON 58.7638927052 10.1189659227 0.0 0.0
transient_ON 168.144574014 5.76373342002 0.0 0.0
transient_ON 100.938714926 37.6715374409 0.0 0.0
transient_ON 182.332490322 68.9674714461 0.0 0.0
transient_ON 174.724844182 84.1412074217 0.0 0.0
transient_ON 15.822930884 20.3235305583 0.0 0.0
transient_ON 183.309060464 66.8670022737 0.0 0.0
transient_ON 206.351556048 113.906369762 0.0 0.0
transient_ON 79.2892909495 1.49350955781 0.0 0.0
transient_ON 127.274949442 20.5434506809 0.0 0.0
transient_ON 28.3686739209 38.0489815287 0.0 0.0
transient_ON 184.200226071 112.355552459 0.0 0.0
transient_ON 195.422127576 50.3348741104 0.0 0.0
transient_ON 115.678629944 105.814703424 0.0 0.0
transient_ON 134.983807532 42.8387088459 0.0 0.0
transient_ON 235.780941838 100.825189866 0.0 0.0
transient_ON 199.602962562 58.8135609462 0.0 0.0
transient_ON 216.043605067 23.9180417029 0.0 0.0
transient_ON 149.544811412 96.0444788924 0.0 0.0
transient_ON 44.3374958275 46.6913089355 0.0 0.0
transient_ON 114.264610193 84.401635847 0.0 0.0
transient_ON 166.273533507 80.4210949491 0.0 0.0
transient_ON 163.070808238 62.6649867357 0.0 0.0
transient_ON 139.295096152 91.153521485 0.0 0.0
transient_ON 171.856196942 8.64396217864 0.0 0.0
transient_ON 165.041956546 100.590552925 0.0 0.0
transient_ON 215.071383335 28.6902767497 0.0 0.0
transient_ON 93.6400622928 21.376012937 0.0 0.0
transient_ON 92.7994239167 13.068551877 0.0 0.0
transient_ON 212.824536145 25.5249955897 0.0 0.0
transient_ON 40.1812417686 75.9368986604 0.0 0.0
transient_ON 199.264790368 105.430169594 0.0 0.0
transient_ON 217.13599964 36.2788084909 0.0 0.0
transient_ON 7.31492426843 13.871559169 0.0 0.0
transient_ON 142.685077969 77.5630320192 0.0 0.0
transient_ON 200.312189196 114.86521936 0.0 0.0
transient_ON 54.976599622 83.6161186832 0.0 0.0
transient_ON 37.5950737803 11.1395835898 0.0 0.0
transient_ON 176.691894512 97.9641533818 0.0 0.0
transient_ON 150.024028783 115.811512354 0.0 0.0
transient_ON 89.8650458566 55.0408609726 0.0 0.0
transient_ON 130.431885957 45.0218313983 0.0 0.0
transient_ON 118.922446455 115.523738571 0.0 0.0
transient_ON 71.0226828143 14.021682867 0.0 0.0
transient_ON 91.7024340778 34.8710890762 0.0 0.0
transient_ON 71.0327274944 40.4335811225 0.0 0.0
transient_ON 57.0809917529 79.9434772611 0.0 0.0
transient_ON 236.313947761 64.963164786 0.0 0.0
transient_ON 194.58720997 0.614812211376 0.0 0.0
transient_ON 109.975418967 45.9381409301 0.0 0.0
transient_ON 106.234286449 56.6266970508 0.0 0.0
transient_ON 121.87515382 6.35945513249 0.0 0.0
transient_ON 216.565927257 77.4160262509 0.0 0.0
transient_ON 99.181295894 104.904940567 0.0 0.0
transient_ON 181.499069035 107.013514941 0.0 0.0
transient_ON 238.60139138 26.0036582293 0.0 0.0
transient_ON 159.961578786 14.8002726757 0.0 0.0
transient_ON 215.376717585 106.239289775 0.0 0.0
transient_ON 143.738711103 16.3602389111 0.0 0.0
transient_ON 44.3527111037 51.482302027 0.0 0.0
transient_ON 36.4749210366 62.1984761026 0.0 0.0
transient_ON 154.44201064 44.9986591669 0.0 0.0
transient_ON 57.8197341532 68.2405043904 0.0 0.0
transient_ON 115.476677415 84.6910536789 0.0 0.0
transient_ON 146.521114533 95.147366798 0.0 0.0
transient_ON 82.9808320579 2.56775786676 0.0 0.0
transient_ON 88.9086065925 63.6078807196 0.0 0.0
transient_ON 72.4253991486 19.9973457374 0.0 0.0
transient_ON 126.897775446 46.6493360088 0.0 0.0
transient_ON 33.121205192 42.1158832876 0.0 0.0
transient_ON 14.3579913534 10.5509502741 0.0 0.0
transient_ON 66.1783531021 94.0429805015 0.0 0.0
transient_ON 93.2668861739 75.457283368 0.0 0.0
transient_ON 215.347773736 21.2317635958 0.0 0.0
transient_ON 2.31529436569 5.19517036713 0.0 0.0
transient_ON 141.325239679 14.0944490545 0.0 0.0
transient_ON 227.765101247 13.3229941479 0.0 0.0
transient_ON 110.470283575 77.8647758286 0.0 0.0
transient_ON 202.471368802 14.4628289984 0.0 0.0
transient_ON 181.970823388 61.8903508701 0.0 0.0
transient_ON 63.2062863969 113.61283655 0.0 0.0
transient_ON 102.048546263 74.5939444168 0.0 0.0
transient_ON 164.926817719 53.6582663077 0.0 0.0
transient_ON 118.502886598 64.3337818541 0.0 0.0
transient_ON 188.227111551 100.311591011 0.0 0.0
transient_ON 213.52459523 31.7517055452 0.0 0.0
transient_ON 184.77163573 40.3693280482 0.0 0.0
transient_ON 11.9620474156 116.654662677 0.0 0.0
transient_ON 98.0036810478 39.5174502276 0.0 0.0
transient_ON 208.722659484 7.52593344406 0.0 0.0
transient_ON 215.122352168 60.765163964 0.0 0.0
transient_ON 135.593498721 34.7974917157 0.0 0.0
transient_ON 111.869275654 12.3301489682 0.0 0.0
transient_ON 236.934057469 65.1270097917 0.0 0.0
transient_ON 102.689629267 25.1105295556 0.0 0.0
transient_ON 220.495416269 39.0822466148 0.0 0.0
transient_ON 225.358857467 55.9193116186 0.0 0.0
transient_ON 68.1931188691 89.2993181603 0.0 0.0
transient_ON 32.2071050333 24.326586536 0.0 0.0
transient_ON 32.0121543105 20.1243099355 0.0 0.0
transient_ON 39.1610487734 83.8475404517 0.0 0.0
transient_ON 12.5979325936 86.4725728829 0.0 0.0
transient_ON 153.381725268 58.6451052501 0.0 0.0
transient_ON 210.466501037 15.9390007173 0.0 0.0
transient_ON 157.216070642 90.8431434198 0.0 0.0
transient_ON 204.735446723 79.3607714314 0.0 0.0
transient_ON 175.640570863 60.6183540772 0.0 0.0
transient_ON 118.689640138 0.145302896821 0.0 0.0
transient_ON 128.456139568 57.4314415198 0.0 0.0
transient_ON 57.1624636637 99.4945106501 0.0 0.0
transient_ON 65.701981044 1.21092725249 0.0 0.0
transient_ON 104.36761841 36.7697500196 0.0 0.0
transient_ON 106.687808248 82.3369938671 0.0 0.0
transient_ON 13.6401262227 1.73719095248 0.0 0.0
transient_ON 192.698341851 57.1943989001 0.0 0.0
transient_ON 149.641382334 100.177656965 0.0 0.0
transient_ON 4.86641165867 106.141705016 0.0 0.0
transient_ON 24.0325651182 44.3223496267 0.0 0.0
transient_ON 72.0016840473 87.4545880003 0.0 0.0
transient_ON 165.414231756 26.0432840573 0.0 0.0
transient_ON 109.369848713 92.1200548422 0.0 0.0
transient_ON 208.97572559 110.057790955 0.0 0.0
transient_ON 211.853293465 85.6321117894 0.0 0.0
transient_ON 163.658559084 92.3271704133 0.0 0.0
transient_ON 22.7297503505 72.6722578105 0.0 0.0
transient_ON 35.7317513921 51.0404768123 0.0 0.0
transient_ON 200.16230267 39.1385728655 0.0 0.0
transient_ON 14.0360350423 72.2177163091 0.0 0.0
transient_ON 220.494055741 72.961711558 0.0 0.0
transient_ON 197.471060186 27.5543890718 0.0 0.0
transient_ON 52.7098686992 79.8209959164 0.0 0.0
transient_ON 76.9646346874 102.78632799 0.0 0.0
transient_ON 124.531345171 9.90061262062 0.0 0.0
transient_ON 123.151770615 56.3411291389 0.0 0.0
transient_ON 17.0683139025 80.9259827584 0.0 0.0
transient_ON 223.47262569 35.0188595775 0.0 0.0
transient_ON 82.192747362 25.0819725003 0.0 0.0
transient_ON 78.7441349663 82.32836005 0.0 0.0
transient_ON 68.5499369672 31.7207581937 0.0 0.0
transient_ON 202.993352134 68.3684759284 0.0 0.0
transient_ON 102.3171439 15.8039975733 0.0 0.0
transient_ON 144.790896069 70.8551234974 0.0 0.0
transient_ON 26.104587775 90.6483549176 0.0 0.0
transient_ON 68.2856805896 78.7824522542 0.0 0.0
transient_ON 166.449592704 61.2059252536 0.0 0.0
transient_ON 42.5736028531 56.9407439203 0.0 0.0
transient_ON 88.9174871214 94.0505954683 0.0 0.0
transient_ON 239.279414292 15.6205417018 0.0 0.0
transient_ON 41.6108929822 49.4007244791 0.0 0.0
transient_ON 104.96777757 73.626611098 0.0 0.0
transient_ON 158.15736724 29.2429712634 0.0 0.0
transient_ON 186.871582665 36.7710176997 0.0 0.0
transient_ON 10.9027115038 59.9426892695 0.0 0.0
transient_ON 237.37095117 94.5657700131 0.0 0.0
transient_ON 46.0410084283 118.114947701 0.0 0.0
transient_ON 238.881650976 88.8231580715 0.0 0.0
transient_ON 40.5832203216 32.3950636145 0.0 0.0
transient_ON 2.51695233665 36.5666971831 0.0 0.0
transient_ON 218.822827834 66.8602155611 0.0 0.0
transient_ON 62.3908120457 54.9115831977 0.0 0.0
transient_ON 229.701854493 58.4372797667 0.0 0.0
transient_ON 94.238786733 38.0591451536 0.0 0.0
transient_ON 35.8901554686 1.07095473278 0.0 0.0
transient_ON 54.8207317059 24.6332389559 0.0 0.0
transient_ON 49.5514847511 110.548937174 0.0 0.0
transient_ON 116.923764149 104.583587443 0.0 0.0
transient_ON 111.782092095 65.4300951809 0.0 0.0
transient_ON 125.277226552 100.656168772 0.0 0.0
transient_ON 74.9288112741 33.4919615133 0.0 0.0
transient_ON 107.072322156 67.2320970574 0.0 0.0
transient_ON 119.676307763 35.3604264971 0.0 0.0
transient_ON 218.352842815 9.52797499876 0.0 0.0
transient_ON 54.9069087685 33.7314675505 0.0 0.0
transient_ON 116.432461701 17.9340679104 0.0 0.0
transient_ON 184.928988198 114.761618434 0.0 0.0
transient_ON 79.4172325785 82.1115742701 0.0 0.0
transient_ON 222.111733645 84.9356467955 0.0 0.0
transient_ON 148.904150713 7.31881435192 0.0 0.0
transient_ON 173.331792669 91.8311796886 0.0 0.0
transient_ON 237.972338026 38.8528398072 0.0 0.0
transient_ON 156.446339729 64.7661912298 0.0 0.0
transient_ON 147.707756781 83.8609020176 0.0 0.0
transient_ON 102.320359542 109.607620403 0.0 0.0
transient_ON 127.608268242 80.0977318166 0.0 0.0
transient_ON 118.449575029 59.2207546661 0.0 0.0
transient_ON 76.498414294 59.9550363324 0.0 0.0
transient_ON 71.666642243 97.4280771638 0.0 0.0
transient_ON 114.43590802 39.4368109831 0.0 0.0
transient_ON 35.7108668757 37.7501564803 0.0 0.0
transient_ON 70.3870048003 75.4811789622 0.0 0.0
transient_ON 34.5689904701 94.2289798242 0.0 0.0
transient_ON 209.664534726 38.0687707597 0.0 0.0
transient_ON 0.741112436725 31.1355058859 0.0 0.0
transient_ON 1.53335150594 36.8272479418 0.0 0.0
transient_ON 236.96415239 66.5164079064 0.0 0.0
transient_ON 108.825188541 37.2531784223 0.0 0.0
transient_ON 58.6315065477 50.7339076189 0.0 0.0
transient_ON 125.671475873 80.795132225 0.0 0.0
transient_ON 7.06596497999 14.5123105803 0.0 0.0
transient_ON 56.054243262 37.6373996491 0.0 0.0
transient_ON 16.470053076 10.2256568803 0.0 0.0
transient_ON 11.0370266525 106.668534697 0.0 0.0
transient_ON 200.842326648 71.2146253738 0.0 0.0
transient_ON 43.5310278348 53.4621235239 0.0 0.0
transient_ON 32.1701904142 113.730675426 0.0 0.0
transient_ON 235.310033194 38.7425589575 0.0 0.0
transient_ON 17.5986555495 33.5490637949 0.0 0.0
transient_ON 83.4310401169 41.4089358916 0.0 0.0
transient_ON 64.0891499894 49.4467760647 0.0 0.0
transient_ON 7.42816032503 105.651065151 0.0 0.0
transient_ON 147.554336586 57.128078048 0.0 0.0
transient_ON 27.0472071714 4.40678838919 0.0 0.0
transient_ON 66.9140926103 93.7559833921 0.0 0.0
transient_ON 11.1562796073 55.0977250887 0.0 0.0
transient_ON 72.5769176744 72.8796121435 0.0 0.0
transient_ON 227.243901003 52.6376429058 0.0 0.0
transient_ON 189.535032748 85.4271900041 0.0 0.0
transient_ON 164.947047068 39.453930884 0.0 0.0
transient_ON 85.8890156913 52.3260593596 0.0 0.0
transient_ON 237.379467047 22.0414483764 0.0 0.0
transient_ON 146.399372927 85.1979671368 0.0 0.0
transient_ON 176.87238238 38.6641151172 0.0 0.0
transient_ON 113.101568714 67.4332574985 0.0 0.0
transient_ON 139.703995772 71.8466318317 0.0 0.0
transient_ON 119.143729588 50.6020036667 0.0 0.0
transient_ON 29.4142052772 114.652177683 0.0 0.0
transient_ON 138.272256928 13.7614412573 0.0 0.0
transient_ON 195.713888874 89.752825708 0.0 0.0
transient_ON 51.7422775782 80.1797241929 0.0 0.0
transient_ON 189.679043072 70.6095820113 0.0 0.0
transient_ON 139.267901474 36.2644056464 0.0 0.0
transient_ON 144.952869137 59.9628684086 0.0 0.0
transient_ON 163.75849849 46.423920172 0.0 0.0
transient_ON 157.476429605 58.8248664924 0.0 0.0
transient_ON 163.02676671 51.1031378389 0.0 0.0
transient_ON 210.972188154 23.171904687 0.0 0.0
transient_ON 159.464040214 77.0247570379 0.0 0.0
transient_ON 164.092928896 8.44544619804 0.0 0.0
transient_ON 119.626808948 90.573960396 0.0 0.0
transient_ON 46.0720594239 108.586569126 0.0 0.0
transient_ON 217.209500327 71.1484537006 0.0 0.0
transient_ON 35.8500391458 24.2926583659 0.0 0.0
transient_ON 61.7790189309 59.2272542355 0.0 0.0
transient_ON 139.606727612 63.2517886537 0.0 0.0
transient_ON 197.498359651 11.5783737512 0.0 0.0
transient_ON 214.58951754 73.074803765 0.0 0.0
transient_ON 183.529926738 85.2049462755 0.0 0.0
transient_ON 111.177494982 25.2026422941 0.0 0.0
transient_ON 175.142327412 46.4242589104 0.0 0.0
transient_ON 48.9860379963 26.5602448755 0.0 0.0
transient_ON 219.895289314 31.4234511618 0.0 0.0
transient_ON 86.893759937 100.310444123 0.0 0.0
transient_ON 40.0991883694 29.954371875 0.0 0.0
transient_ON 69.8185676259 30.5553324223 0.0 0.0
transient_ON 125.421177373 30.6389126823 0.0 0.0
transient_ON 223.109577262 27.3092433741 0.0 0.0
transient_ON 129.838695219 31.0475848677 0.0 0.0
transient_ON 102.94729819 3.7353963066 0.0 0.0
transient_ON 1.25485666806 56.1061779263 0.0 0.0
transient_ON 144.675902946 119.911281772 0.0 0.0
transient_ON 132.421113395 71.7954725513 0.0 0.0
transient_ON 239.92897408 119.52844106 0.0 0.0
transient_ON 198.429528538 66.9904401877 0.0 0.0
transient_ON 34.4605993725 89.387051831 0.0 0.0
transient_ON 200.007197065 78.0209993764 0.0 0.0
transient_ON 101.471545311 45.5824732345 0.0 0.0
transient_ON 151.38392493 9.92567014302 0.0 0.0
transient_ON 59.9333636747 45.2434892918 0.0 0.0
transient_ON 66.7627531771 41.2914446707 0.0 0.0
transient_ON 157.538113532 104.068390684 0.0 0.0
transient_ON 133.331634334 21.1799633753 0.0 0.0
transient_ON 200.676081893 76.9732183206 0.0 0.0
transient_ON 71.5096220211 56.5346870718 0.0 0.0
transient_ON 129.130318431 67.4382500798 0.0 0.0
transient_ON 34.8889691274 81.721875231 0.0 0.0
transient_ON 42.2731508264 114.883281762 0.0 0.0
transient_ON 46.8264001631 93.1588217271 0.0 0.0
transient_ON 239.456064066 71.6089391251 0.0 0.0
transient_ON 169.289304333 18.3512099691 0.0 0.0
transient_ON 15.2415052779 84.1247729595 0.0 0.0
transient_ON 151.710463792 111.166676006 0.0 0.0
transient_ON 170.282287114 112.233592084 0.0 0.0
transient_ON 111.101224826 27.9200398314 0.0 0.0
transient_ON 117.801177029 47.4659468386 0.0 0.0
transient_ON 192.372414681 16.2267941492 0.0 0.0
transient_ON 225.691100813 8.47372631617 0.0 0.0
transient_ON 206.300855759 75.6961054993 0.0 0.0
transient_ON 43.7923342303 96.3733383914 0.0 0.0
transient_ON 161.750219598 118.248452199 0.0 0.0
transient_ON 128.171897409 115.922842678 0.0 0.0
transient_ON 88.4937003678 80.5450970391 0.0 0.0
transient_ON 71.3278106665 20.6107968204 0.0 0.0
transient_ON 99.8832424445 28.8170218503 0.0 0.0
transient_ON 119.383138397 15.8533148708 0.0 0.0
transient_ON 145.12419553 36.0845021269 0.0 0.0
transient_ON 182.326745845 40.6469957396 0.0 0.0
transient_ON 168.617374544 90.3163548891 0.0 0.0
transient_ON 8.84443969131 33.8615673278 0.0 0.0
transient_ON 25.0090385943 2.12814781833 0.0 0.0
transient_ON 123.064728843 43.2530516966 0.0 0.0
transient_ON 23.4132066359 24.3486878699 0.0 0.0
transient_ON 34.9205831922 98.6992926199 0.0 0.0
transient_ON 72.6630482394 46.2449034492 0.0 0.0
transient_ON 31.1244522742 113.204272204 0.0 0.0
transient_ON 105.002009341 20.5252399224 0.0 0.0
transient_ON 119.666555828 114.701391483 0.0 0.0
transient_ON 187.681251421 119.407894068 0.0 0.0
transient_ON 52.5681100436 39.0252136031 0.0 0.0
transient_ON 238.47012626 75.1230179982 0.0 0.0
transient_ON 117.204738209 108.414791503 0.0 0.0
transient_ON 47.3763499057 58.8679208395 0.0 0.0
transient_ON 195.601164099 100.073644983 0.0 0.0
transient_ON 170.243215494 42.5825336864 0.0 0.0
transient_ON 187.83213599 67.5477187609 0.0 0.0
transient_ON 17.3764117294 8.81823165031 0.0 0.0
transient_ON 208.524098637 76.1940559369 0.0 0.0
transient_ON 36.4495238912 98.2015768746 0.0 0.0
transient_ON 178.944030954 67.0746556833 0.0 0.0
transient_ON 182.659505638 35.1981937842 0.0 0.0
transient_ON 113.08467851 34.7512017626 0.0 0.0
transient_ON 79.5545281602 14.9448484369 0.0 0.0
transient_ON 100.741569933 14.4682851455 0.0 0.0
transient_ON 1.76389043755 35.8365005602 0.0 0.0
transient_ON 227.378909488 37.8106716477 0.0 0.0
transient_ON 159.717211297 112.532048102 0.0 0.0
transient_ON 115.047736679 73.8122207625 0.0 0.0
transient_ON 121.701145652 23.1878138446 0.0 0.0
transient_ON 116.359987806 3.8689061714 0.0 0.0
transient_ON 109.645372502 83.8027765641 0.0 0.0
transient_ON 163.845923258 50.8759077392 0.0 0.0
transient_ON 116.438986049 59.0797835914 0.0 0.0
transient_ON 194.754528525 101.26938173 0.0 0.0
transient_ON 33.274123252 95.1108827874 0.0 0.0
transient_ON 50.2602601423 28.2558536808 0.0 0.0
transient_ON 127.177075763 66.5064923787 0.0 0.0
transient_ON 79.4048235086 5.00805846269 0.0 0.0
transient_ON 179.213901107 99.9919444762 0.0 0.0
transient_ON 153.453565598 26.2830779828 0.0 0.0
transient_ON 199.478984466 56.8504193181 0.0 0.0
transient_ON 111.205305766 28.5163900402 0.0 0.0
transient_ON 112.765039388 9.58562261278 0.0 0.0
transient_ON 139.579344845 110.602043132 0.0 0.0
transient_ON 102.692018094 22.320867293 0.0 0.0
transient_ON 202.681848528 100.052248537 0.0 0.0
transient_ON 95.9169335624 22.6457346968 0.0 0.0
transient_ON 164.816096563 77.5739529818 0.0 0.0
transient_ON 33.2628538203 70.6870924336 0.0 0.0
transient_ON 6.57405070562 87.8812579054 0.0 0.0
transient_ON 73.5752769231 31.6620125468 0.0 0.0
transient_ON 108.604547845 63.7277517148 0.0 0.0
transient_ON 69.0580983964 64.6404848662 0.0 0.0
transient_ON 22.5693063765 44.5861514042 0.0 0.0
transient_ON 14.7778854539 48.4268750857 0.0 0.0
transient_ON 171.040036153 50.0279911157 0.0 0.0
transient_ON 154.096595118 88.5792954624 0.0 0.0
transient_ON 97.7211268165 15.6173981978 0.0 0.0
transient_ON 232.442659628 48.9012302531 0.0 0.0
transient_ON 19.5456989609 109.318735627 0.0 0.0
transient_ON 40.0168682387 36.1949456743 0.0 0.0
transient_ON 186.162001279 8.53710179942 0.0 0.0
transient_ON 209.977635812 64.0330125416 0.0 0.0
transient_ON 71.9127665586 107.069126446 0.0 0.0
transient_ON 117.886705327 51.6666495149 0.0 0.0
transient_ON 81.5060768048 73.7586483929 0.0 0.0
transient_ON 45.808474209 34.91743194 0.0 0.0
transient_ON 29.0055323688 107.200943862 0.0 0.0
transient_ON 179.177266487 108.314726125 0.0 0.0
transient_ON 163.780480758 100.664795499 0.0 0.0
transient_ON 69.9447861362 67.4549743843 0.0 0.0
transient_ON 236.208328936 74.4288703312 0.0 0.0
transient_ON 210.658433084 37.9087648193 0.0 0.0
transient_ON 114.486038502 24.0376115168 0.0 0.0
transient_ON 191.263019453 101.805785617 0.0 0.0
transient_ON 216.8600244 31.0284611509 0.0 0.0
transient_ON 191.316425451 106.672377094 0.0 0.0
transient_ON 163.383355586 97.2613732207 0.0 0.0
transient_ON 44.0054350107 90.3793343084 0.0 0.0
transient_ON 74.6093091472 101.167565032 0.0 0.0
transient_ON 230.88766102 17.7036731527 0.0 0.0
transient_ON 37.2280002456 112.922908624 0.0 0.0
transient_ON 1.69520616136 14.6361558234 0.0 0.0
transient_ON 153.965553649 37.940334338 0.0 0.0
transient_ON 134.705120616 22.6093359334 0.0 0.0
transient_ON 138.193973016 56.8526720641 0.0 0.0
transient_ON 106.352477766 47.9988887946 0.0 0.0
transient_ON 49.4125999845 103.606827093 0.0 0.0
transient_ON 112.49229793 89.2841439784 0.0 0.0
transient_ON 22.3144634953 45.9566211412 0.0 0.0
transient_ON 219.723536487 34.6381956584 0.0 0.0
transient_ON 167.233500271 90.1341896395 0.0 0.0
transient_ON 189.30708038 62.6450714585 0.0 0.0
transient_ON 121.552330416 107.168678345 0.0 0.0
transient_ON 32.3197650589 40.1758352018 0.0 0.0
transient_ON 227.626940805 37.2404980067 0.0 0.0
transient_ON 234.189914129 60.8504049943 0.0 0.0
transient_ON 225.201569262 2.44235282717 0.0 0.0
transient_ON 190.367599744 53.2628882201 0.0 0.0
transient_ON 118.896456766 1.34271896202 0.0 0.0
transient_ON 225.050079227 82.5572229459 0.0 0.0
transient_ON 188.50875215 66.3328695336 0.0 0.0
transient_ON 22.827937412 75.5358807358 0.0 0.0
transient_ON 62.3916141796 57.8470785338 0.0 0.0
transient_ON 35.8795499027 26.2194457646 0.0 0.0
transient_ON 231.152848128 4.69518988419 0.0 0.0
transient_ON 27.8828098903 76.8218430509 0.0 0.0
transient_ON 151.439660505 35.2550506512 0.0 0.0
transient_ON 234.948375555 48.3896408371 0.0 0.0
transient_ON 23.9781079927 60.3330077643 0.0 0.0
transient_ON 128.280912047 46.6679635782 0.0 0.0
transient_ON 61.6310782837 54.3930405508 0.0 0.0
transient_ON 234.809583626 56.6698175488 0.0 0.0
transient_ON 122.055920382 4.18380670863 0.0 0.0
transient_ON 41.8064582094 42.0482163534 0.0 0.0
transient_ON 172.3718886 83.9447690946 0.0 0.0
transient_ON 166.265697826 94.6614913546 0.0 0.0
transient_ON 219.768890867 49.7252731546 0.0 0.0
transient_ON 231.60099596 40.9469796083 0.0 0.0
transient_ON 159.448867414 118.603108465 0.0 0.0
transient_ON 34.2469173348 60.8423451356 0.0 0.0
transient_ON 39.7915163186 74.5805997062 0.0 0.0
transient_ON 13.0633522985 50.5400858148 0.0 0.0
transient_ON 147.788608696 77.0582436349 0.0 0.0
